V1,V2,V3,V4,V5,V6,V7,V8,V9,L10,V11,V12,V13,V14,V15,V16,V17,V18,V19,L20,V21,V22,V23,V24,L25,V26,V27,V28,X,Y
-0.531557943868255,-1.117372082255319,-2.3690230491543867,0.11555514805320626,0.10273384069897065,1.0936479839676614,0.1202580136588734,0.029001456928357584,0.8475397171406368,-1.4134821835343523,0.0984650339566071,1.3092473774538445,-3.0261072064263113,0.21896995170474298,0.7098072460700094,-0.7458399175224519,-1.0317179322126209,-2.4759374790018915,-3.3017349692819473,-1.457086645061854,-0.22154509089547025,-5.230805769319861,0.40370695584461036,0.8887440065576077,1.079145545062179,-1.6550529323444805,-4.864705178681775,-4.089872428859284,-0.18627538705550717,-6.6388506419741695
0.2952899738747784,-0.01660242622654542,0.031302402097081336,1.0477498627565727,0.8999470513353965,-0.5997342301014138,0.12685242435279967,0.25823347279166725,-0.31757212215189534,-0.22283881172752817,-0.16134975512458366,1.2626719072152006,1.643211767771882,1.5119817710705423,2.1797382375069407,1.5197834125150833,0.673394809915663,0.2772633377799346,1.6788330367247288,0.5058108810822204,3.1594474084650837,1.5460845687332765,1.9039077583210282,3.7714492251684755,1.7400285817379209,5.807456138092222,3.3244629519281648,0.8614990412476834,0.46077128308632065,2.5274292087238157
1.6842661191251238,-1.9484444671081087,-0.8241153469571968,-1.0916625753360225,0.8773630863453057,0.8626261339418417,-0.19469813366191804,-0.07847454328661047,1.6450758970849617,2.584164884791449,0.39089875951255304,1.8658869757230057,-0.702960514726774,2.6578400228279997,-0.6186161681641761,2.664202403391377,2.7435117394114243,1.0194644239306858,0.22300822798076758,3.405708473193073,2.5164258444374097,10.725544053486951,3.0594245989092768,4.122123733545354,1.0272024931450445,16.19049073145831,16.015309886517812,2.7395846955108514,-0.12623151107814345,11.529415812353431
-0.392348121384051,0.4115275312045025,-1.2658905001544674,0.5466281436229777,0.890021949236442,0.4192485009168951,0.44465844494294904,0.11060721901099078,-1.0957791939155486,-0.34534346134661587,-1.7206586188339121,0.23711950151023953,-0.759674303360369,-0.9839127511025862,2.3971590586261424,0.12678804058082457,0.3976315934877869,-0.36800597040353367,-1.4263177101059785,-3.329368214001293,-0.00614482110592765,-6.151320347395565,-0.7165948165958369,1.1489836448129505,-0.019493541542429476,-7.654389828081165,-9.107267533889969,-0.8117655947086191,1.2014300931229605,-3.593932945255716
0.032516853400704586,-0.6569430356840981,0.6822142639387682,-0.40000630918927277,-1.1251417938763217,0.06773534138530089,-0.6920318779246584,-0.4333645782701463,0.9388969101085709,-0.5756110395862001,-0.11132344064264038,-0.4232863435141611,-0.6119513269390653,-1.294079281027055,-2.0275323871340305,0.06628743973764384,-1.408776873835256,0.2834817469597248,-0.4927880796930284,0.6414991100120035,0.7088401157992246,2.365191534583462,-0.43287614524887763,0.23044698540264186,2.735455882484326,1.5051798343659908,0.02861876023569887,2.607643436480761,2.240841233259069,2.8136389251558893
-1.0642414787114227,-1.2348413029104746,1.180213926629218,-0.06268864213399801,0.5527251451122841,-1.1133141873262176,-0.40933463212057586,0.5919837961361539,1.6816475470162962,-1.7378882899914185,1.6301934804922271,0.3395892410678022,2.8299640328467763,-1.6349978631652948,-1.6935413270541395,-0.6385421059627366,-0.47046567408561146,-1.6426657691951578,3.06366079869938,0.9906299628298119,-0.9420460819982102,-1.4391345803671622,-2.050307131467405,-0.24010388570451502,-0.4709840121254828,-4.075460899676812,1.139426771572551,-2.749725244640602,1.7865092741312534,-0.5771316628957075
0.4942124313673528,-1.3865934775275706,1.305937396945568,-1.0895262162507584,0.869564805538451,0.35115735692790073,0.583242172284827,0.8040870986411128,0.29388135300576346,1.148016757591656,1.599110964543645,-0.19542191685239418,2.581260392471859,-0.15311422542497133,-1.073624946979479,0.46140324305373415,1.3113529310417544,-0.29356870410365166,2.3281475093201935,1.2294984571021144,-0.42001539604855864,3.718017211753559,-0.35562517749315403,2.529656164335951,-0.5959274204257174,3.4034079527245797,8.3141302433943,-0.9464735783757625,1.1304136867046681,5.63758448813679
-0.4588523058349767,-1.0795963956394272,0.5315727336076684,-1.2960300206614137,1.3792429170086773,-0.29080774866805914,0.3177776866341562,0.705079285122114,0.6923507407302484,-2.1866278064169915,1.0122959724705052,1.9727546284537119,1.9330195776652557,-1.804496638535856,-0.13212855347749097,0.5782916121007358,-2.107731132545332,-0.9909791856680027,2.7869376195566944,1.2487521912347455,0.4992931036054046,-1.3562121150008146,-3.550649640071842,0.3088677659586347,-0.14034657743827716,-3.7264783353685997,2.1441170870929147,-1.1900348672501448,-0.4615819183185883,-0.1397190330844486
0.0033854034946008736,-1.6112155308787952,1.9343583722662079,-1.0218212347265285,-1.105416439651954,-1.1216668219369508,-1.2311088309074916,-0.4757499418626009,-1.8261307213703661,-1.2085072702125499,2.5080282674554253,-0.6140634665557076,-0.48128995463321433,-2.6743233029716,-2.8928069623686583,0.6062271994515385,-0.7889871631459258,-0.13011049170157174,-0.600298071526906,3.3208450497662203,0.028344732906308012,2.8510529788512784,-4.642076809375057,0.4183033027465627,1.242139621856774,-2.3194330136523638,5.9109725283937795,1.2183335253868803,-1.2779039417877827,3.760060825105883
-1.67974106779296,-0.929811904408263,-0.46746717675502686,1.1899995894716757,0.30633230774671033,-1.6052463111940962,0.27177427003673676,0.8508488698332252,0.8107082072026046,-2.430253212478339,-0.39608050202916406,0.9703790687390978,-1.1755808228266948,-2.1623390176412878,2.060322553638407,-1.209772809697587,-0.737586714258754,-2.4762368674845727,-3.055954981519651,-2.9692204956604664,-1.597072315920029,-9.99607806777907,-3.905611445116744,-1.7348836538290504,-1.4251234684299499,-10.7864422987373,-14.022203881101596,-3.684048659441037,-1.1673855382458074,-11.233319304988001
